State,City, Latitude, Longitude
NE,Verdon,40.149086,-95.711196
NE,Virginia,40.24586,-96.498824
NE,Waco,40.89693,-97.461479
NE,Wahoo,41.214985,-96.616619
NE,Wakefield,42.266651,-96.862925
NE,Wallace,40.837579,-101.164482
NE,Walthill,42.148853,-96.49287
NE,Walton,40.795959,-96.565764
NE,Wann,41.141891,-96.364161
NE,Washington,41.397626,-96.207454
NE,Waterbury,42.45724,-96.735582
NE,Waterloo,41.285569,-96.285055
NE,Wauneta,40.416515,-101.376729
NE,Wausa,42.497827,-97.539305
NE,Waverly,40.911011,-96.534117
NE,Wayne,42.237054,-97.015984
NE,Weeping Water,40.869186,-96.140065
NE,Wellfleet,40.753912,-100.731818
NE,Western,40.393079,-97.198396
NE,Westerville,41.396196,-99.381795
NE,Weston,41.19314,-96.741985
NE,West Point,41.837741,-96.705918
NE,White Clay,42.997019,-102.555017
NE,Whitney,42.783759,-103.256697
NE,Wilber,40.480914,-96.964863
NE,Wilcox,40.364112,-99.169411
NE,Willow Island,40.890044,-100.070711
NE,Wilsonville,40.1119,-100.106678
NE,Winnebago,42.235958,-96.471799
NE,Winnetoon,42.513528,-97.960134
NE,Winside,42.177444,-97.175392
NE,Winslow,41.610125,-96.504695
NE,Wisner,41.988046,-96.91392
NE,Wolbach,41.401728,-98.390162
NE,Wood Lake,42.638344,-100.237122
NE,Woodland Hills,40.751099,-96.420942
NE,Woodland Park,42.054312,-97.344747
NE,Wood River,40.820759,-98.600351
NE,Wymore,40.121819,-96.664159
NE,Wynot,42.739801,-97.169737
NE,Yankee Hill,40.767406,-96.736424
NE,York,40.871363,-97.594514
NE,Yutan,41.242787,-96.396072
NV,Alamo,37.364822,-115.1629
NV,Austin,39.497794,-117.074093
NV,Baker,39.018669,-114.121004
NV,Battle Mountain,40.637415,-116.94948
NV,Beatty,36.927509,-116.673921
NV,Beaverdam,37.688826,-114.445227
NV,Bennett Springs,37.728604,-114.472633
NV,Blue Diamond,36.039951,-115.412801
NV,Boulder,35.843768,-114.911494
NV,Bunkerville,36.704168,-114.124195
NV,Caliente,37.644922,-114.492516
NV,Cal-Nev-Ari,35.299513,-114.877768
NV,Carlin,40.719013,-116.108045
NV,Carson,39.153338,-119.743686
NV,Carter Springs,38.861939,-119.641124
NV,Cold Springs,39.692653,-119.977278
NV,Crescent Valley,40.419777,-116.575315
NV,Crystal Bay,39.23043,-120.002199
NV,Dayton,39.271625,-119.544947
NV,Denio,41.970048,-118.612515
NV,Double Spring,38.77877,-119.615404
NV,Dry Valley,37.884349,-114.305046
NV,Dyer,37.656131,-118.027994
NV,East Valley,38.942054,-119.693235
NV,Elko,40.838358,-115.767798
NV,Ely,39.264897,-114.870869
NV,Empire,40.575917,-119.343073
NV,Enterprise,36.018247,-115.215412
NV,Eureka,39.511291,-115.966749
NV,Fallon,39.473986,-118.777949
NV,Fallon Station,39.415939,-118.716666
NV,Fernley,39.564533,-119.189523
NV,Fish Springs,38.953577,-119.651089
NV,Fort McDermitt,41.965529,-117.6393
NV,Gabbs,38.864148,-117.925958
NV,Gardnerville,38.939006,-119.736886
NV,Gardnerville Ranchos,38.887239,-119.742452
NV,Genoa,39.025623,-119.830929
NV,Gerlach,40.645167,-119.361346
NV,Glenbrook,39.100123,-119.927289
NV,Golconda,40.961383,-117.507778
NV,Golden Valley,39.617751,-119.823123
NV,Goldfield,37.712171,-117.237854
NV,Goodsprings,35.830227,-115.429428
NV,Grass Valley,40.797081,-117.760261
NV,Hawthorne,38.524936,-118.627052
NV,Henderson,36.009655,-115.035665
NV,Hiko,37.645235,-115.189053
NV,Humboldt River Ranch,40.455586,-118.267527
NV,Imlay,40.658037,-118.144022
NV,Incline,39.265748,-119.94625
NV,Indian Hills,39.091555,-119.797508
NV,Indian Springs,36.571845,-115.720206
NV,Jackpot,41.979455,-114.664598
NV,Johnson Lane,39.064235,-119.720248
NV,Kingsbury,38.990927,-119.883673
NV,Kingston,39.210131,-117.067937
NV,Lakeridge,39.038183,-119.942792
NV,Lamoille,40.723853,-115.478949
NV,Las Vegas,36.229214,-115.260082
NV,Laughlin,35.146939,-114.743873
NV,Lemmon Valley,39.686089,-119.835223
NV,Logan Creek,39.06507,-119.92449
NV,Lovelock,40.178738,-118.477442
NV,Lund,38.865386,-115.009103
NV,McDermitt,41.990909,-117.704099
NV,McGill,39.401949,-114.777057
NV,Mesquite,36.820276,-114.128946
NV,Mina,38.390181,-118.111247
NV,Minden,38.958475,-119.76885
NV,Moapa,36.770689,-114.647264
NV,Moapa Valley,36.604002,-114.449294
NV,Mogul,39.516172,-119.923037
NV,Montello,41.267232,-114.196994
NV,Mount Charleston,36.262533,-115.61394
NV,Mount Wilson,38.234993,-114.450329
NV,Nellis AFB,36.247378,-115.057446
NV,Nelson,35.717933,-114.83135
NV,Nixon,39.828054,-119.359027
NV,North Las Vegas,36.282981,-115.089248
NV,Oasis,41.028608,-114.476318
NV,Orovada,41.560963,-117.776273
NV,Osino,40.940945,-115.661081
NV,Owyhee,41.927962,-116.212171
NV,Pahrump,36.24111,-116.019165
NV,Panaca,37.788963,-114.399666
NV,Paradise,36.080699,-115.136895
NV,Paradise Valley,41.488987,-117.531812
NV,Pioche,37.951972,-114.443453
NV,Preston,38.915703,-115.064318
NV,Rachel,37.650958,-115.734122
NV,Reno,39.549098,-119.849905
NV,Round Hill,38.996464,-119.917493
NV,Ruhenstroth,38.89128,-119.683378
NV,Ruth,39.279288,-114.990045
NV,Sandy Valley,35.842134,-115.630539
NV,Schurz,38.936924,-118.791863
NV,Searchlight,35.482848,-114.915692
NV,Silver,39.263845,-119.635608
NV,Silver Peak,37.757758,-117.63865
NV,Silver Springs,39.383454,-119.21464
NV,Skyland,39.027253,-119.919196
NV,Smith Valley,38.788287,-119.338591
NV,Spanish Springs,39.655013,-119.668817
NV,Sparks,39.569256,-119.706923
NV,Spring Creek,40.738823,-115.59675
NV,Spring Valley,36.09874,-115.261903
NV,Stagecoach,39.365594,-119.383178
NV,Stateline,38.968733,-119.944509
NV,Summerlin South,36.124377,-115.332468
NV,Sunrise Manor,36.178482,-115.048962
NV,Sun Valley,39.610454,-119.776464
NV,Sutcliffe,39.946058,-119.630514
NV,Tonopah,38.099649,-117.248229
NV,Topaz Lake,38.698686,-119.541612
NV,Topaz Ranch Estates,38.735652,-119.500794
NV,Ursine,37.977287,-114.22887
NV,Valmy,40.769944,-117.131529
NV,Verdi,39.521437,-119.983895
NV,Virginia,39.307469,-119.648271
NV,Wadsworth,39.632166,-119.289032
NV,Walker Lake,38.646728,-118.757202
NV,Washoe Valley,39.292274,-119.776751
NV,Wells,41.113155,-114.953537
NV,West Wendover,40.740253,-114.078633
NV,Whitney,36.100464,-115.038006
NV,Winchester,36.136715,-115.130018
NV,Winnemucca,40.964641,-117.725021
NV,Yerington,38.992875,-119.163139
NV,Zephyr Cove,39.013332,-119.923598
NH,Alton,43.456398,-71.222338
NH,Amherst,42.863576,-71.623821
NH,Antrim,43.044018,-71.951029
NH,Ashland,43.700516,-71.640682
NH,Bartlett,44.073772,-71.282576
NH,Belmont,43.439966,-71.478854
NH,Bennington,43.003518,-71.920702
NH,Berlin,44.484311,-71.277154
NH,Bethlehem,44.278736,-71.689024
NH,Blodgett Landing,43.375656,-72.039247
NH,Bradford,43.271713,-71.961816
NH,Bristol,43.597604,-71.747664
NH,Canaan,43.650306,-72.015956
NH,Center Ossipee,43.754298,-71.151373
NH,Center Sandwich,43.811951,-71.441441
NH,Charlestown,43.237134,-72.423222
NH,Claremont,43.38647,-72.334496
NH,Colebrook,44.894949,-71.494433
NH,Concord,43.232493,-71.561252
NH,Contoocook,43.230669,-71.713132
NH,Conway,43.980445,-71.129702
NH,Derry,42.892761,-71.276763
NH,Dover,43.18636,-70.883623
NH,Durham,43.140141,-70.922452
NH,East Merrimack,42.871979,-71.481056
NH,Enfield,43.650246,-72.15564
NH,Epping,43.034709,-71.090922
NH,Exeter,42.977029,-70.945405
NH,Farmington,43.399882,-71.072664
NH,Franklin,43.448409,-71.667768
NH,Goffstown,43.022734,-71.598216
NH,Gorham,44.393362,-71.186987
NH,Greenville,42.772763,-71.80129
NH,Groveton,44.611462,-71.517518
NH,Hampton,42.943902,-70.825354
NH,Hampton Beach,42.913965,-70.811752
NH,Hancock,42.974555,-71.980055
NH,Hanover,43.71159,-72.273144
NH,Henniker,43.18151,-71.818832
NH,Hillsborough,43.114102,-71.899202
NH,Hinsdale,42.792146,-72.487888
NH,Hooksett,43.095989,-71.45722
NH,Hudson,42.763811,-71.43201
NH,Jaffrey,42.811352,-72.023441
NH,Keene,42.953775,-72.306728
NH,Laconia,43.576496,-71.482301
NH,Lancaster,44.488623,-71.574224
NH,Lebanon,43.623315,-72.251453
NH,Lincoln,44.060391,-71.671013
NH,Lisbon,44.211742,-71.90964
NH,Littleton,44.330805,-71.768668
NH,Londonderry,42.853398,-71.362425
NH,Loudon,43.28276,-71.464694
NH,Manchester,42.984941,-71.444131
NH,Marlborough,42.904988,-72.211657
NH,Melvin,43.689994,-71.304096
NH,Meredith,43.657245,-71.503311
NH,Milford,42.831645,-71.678708
NH,Milton,43.402976,-70.992366
NH,Milton Mills,43.506548,-70.966763
NH,Mountain Lakes,44.124581,-71.960987
NH,Nashua,42.749074,-71.490544
NH,Newfields,43.035477,-70.939042
NH,New Hampton,43.608629,-71.650518
NH,New London,43.413595,-71.984214
NH,Newmarket,43.070909,-70.946875
NH,Newport,43.367017,-72.176577
NH,North Conway,44.052276,-71.124948
NH,North Haverhill,44.092831,-72.029384
NH,North Walpole,43.146935,-72.446559
NH,North Woodstock,44.039589,-71.695457
NH,Peterborough,42.877243,-71.961109
NH,Pinardville,43.001266,-71.513482
NH,Pittsfield,43.300101,-71.331517
NH,Plainfield,43.534503,-72.353638
NH,Plymouth,43.738799,-71.702722
NH,Portsmouth,43.060595,-70.780348
NH,Raymond,43.035602,-71.175494
NH,Rochester,43.298493,-70.977005
NH,Sanbornville,43.551542,-71.030637
NH,Seabrook Beach,42.881044,-70.824614
NH,Somersworth,43.253476,-70.887944
NH,South Hooksett,43.034167,-71.423455
NH,Suissevale,43.723033,-71.36311
NH,Suncook,43.139665,-71.452136
NH,Tilton Northfield,43.439583,-71.598703
NH,Troy,42.825843,-72.182874
NH,Union,43.491266,-71.02325
NH,Walpole,43.078344,-72.424804
NH,Warner,43.284243,-71.824022
NH,West Stewartstown,44.990616,-71.530184
NH,West Swanzey,42.87096,-72.322517
NH,Whitefield,44.371452,-71.610483
NH,Wilton,42.847045,-71.737839
NH,Winchester,42.777021,-72.385093
NH,Wolfeboro,43.590506,-71.211213
NH,Woodsville,44.144521,-72.029371
NJ,Absecon,39.423563,-74.493025
NJ,Allamuchy,40.922374,-74.81257
NJ,Allendale,41.032669,-74.133826
NJ,Allenhurst,40.235945,-74.002417
NJ,Allentown,40.178561,-74.590095
NJ,Allenwood,40.135366,-74.09805
NJ,Alloway,39.561596,-75.345303
NJ,Alpha,40.659447,-75.157052
NJ,Alpine,40.968725,-73.916999
NJ,Anderson,40.76126,-74.925569
NJ,Andover,40.985758,-74.74359
NJ,Annandale,40.646838,-74.888177
NJ,Asbury,40.698936,-75.007826
NJ,Asbury Park,40.222884,-74.010232
NJ,Ashland,39.876228,-75.008265
NJ,Atlantic,39.377297,-74.451082
NJ,Atlantic Highlands,40.413501,-74.02251
NJ,Audubon,39.890128,-75.072382
NJ,Audubon Park,39.896837,-75.088819
NJ,Avalon,39.086404,-74.739003
NJ,Avenel,40.584334,-74.271626
NJ,Avon-by-the-Sea,40.191418,-74.015105
NJ,Barclay,39.901243,-75.000829
NJ,Barnegat,39.753903,-74.221654
NJ,Barnegat Light,39.752007,-74.110893
NJ,Barrington,39.868918,-75.05143
NJ,Bay Head,40.070315,-74.048162
NJ,Bayonne,40.662338,-74.110275
NJ,Beach Haven,39.576031,-74.251791
NJ,Beach Haven West,39.670428,-74.233124
NJ,Beachwood,39.928405,-74.202189
NJ,Beattystown,40.820613,-74.856004
NJ,Beckett,39.750105,-75.36482
NJ,Belford,40.428146,-74.078571
NJ,Belle Mead,40.462445,-74.6744
NJ,Belleplain,39.25784,-74.874857
NJ,Bellmawr,39.866356,-75.09467
NJ,Belmar,40.179663,-74.02444
NJ,Belvidere,40.829802,-75.073337
NJ,Bergenfield,40.922334,-73.998001
NJ,Berlin,39.792059,-74.936985
NJ,Bernardsville,40.730394,-74.59258
NJ,Beverly,40.064811,-74.921904
NJ,Blackwells Mills,40.483582,-74.567789
NJ,Blackwood,39.799223,-75.063754
NJ,Blairstown,40.987381,-74.954581
NJ,Blawenburg,40.402646,-74.698565
NJ,Bloomingdale,41.035155,-74.333581
NJ,Bloomsbury,40.656674,-75.076497
NJ,Bogota,40.874287,-74.029735
NJ,Boonton,40.903818,-74.406369
NJ,Bordentown,40.149693,-74.707679
NJ,Bound Brook,40.567749,-74.53725
NJ,Bradley Beach,40.201604,-74.012056
NJ,Bradley Gardens,40.572095,-74.663381
NJ,Brainards,40.771764,-75.169933
NJ,Branchville,41.147239,-74.749035
NJ,Brass Castle,40.763125,-75.026248
NJ,Bridgeton,39.427518,-75.227954
NJ,Bridgeville,40.837104,-75.024417
NJ,Brielle,40.105375,-74.063421
NJ,Brigantine,39.427291,-74.389617
NJ,Broadway,40.737047,-75.048767
NJ,Brookdale,40.834296,-74.179793
NJ,Brookfield,40.817384,-75.060848
NJ,Brooklawn,39.87935,-75.120396
NJ,Browns Mills,39.973092,-74.569671
NJ,Brownville,40.399361,-74.29555
NJ,Budd Lake,40.873494,-74.736828
NJ,Buena,39.52917,-74.945205
NJ,Burleigh,39.047411,-74.846657
NJ,Burlington,40.078316,-74.853228
NJ,Butler,40.998059,-74.348758
NJ,Buttzville,40.829846,-75.004178
NJ,Byram Center,40.93989,-74.717073
NJ,Caldwell,40.839234,-74.277026
NJ,Califon,40.719381,-74.836793
NJ,Camden,39.936787,-75.106644
NJ,Cape May,38.941558,-74.900483
NJ,Cape May Court House,39.077554,-74.824307
NJ,Cape May Point,38.936909,-74.965374
NJ,Carlstadt,40.826424,-74.062338
NJ,Carneys Point,39.70529,-75.468236
NJ,Carteret,40.58379,-74.227457
NJ,Cedar Glen Lakes,39.953737,-74.400284
NJ,Cedar Glen West,40.038064,-74.285816
NJ,Cedarville,39.338571,-75.214506
NJ,Chatham,40.740686,-74.38448
NJ,Cherry Hill Mall,39.938209,-75.012356
NJ,Chesilhurst,39.731289,-74.879927
NJ,Chester,40.790628,-74.690085
NJ,Clayton,39.663756,-75.077505
NJ,Clearbrook Park,40.309995,-74.464629
NJ,Clementon,39.802746,-74.983809
NJ,Cliffside Park,40.822081,-73.987834
NJ,Cliffwood Beach,40.44321,-74.217841
NJ,Clifton,40.862137,-74.160393
NJ,Clinton,40.63681,-74.915205
NJ,Closter,40.97289,-73.960315
NJ,Clyde,40.487341,-74.513189
NJ,Collings Lakes,39.59467,-74.888624
NJ,Collingswood,39.915275,-75.078391
NJ,Colonia,40.594133,-74.31377
NJ,Columbia,40.925868,-75.094062
NJ,Concordia,40.312616,-74.44839
NJ,Corbin,39.301674,-74.705578
NJ,Country Lake Estates,39.948988,-74.537929
NJ,Cranbury,40.313448,-74.520224
NJ,Crandon Lakes,41.122717,-74.840529
NJ,Cresskill,40.939786,-73.958581
NJ,Crestwood,39.955096,-74.352073
NJ,Dayton,40.381014,-74.513355
NJ,Deal,40.249701,-73.997458
NJ,Delaware,40.892784,-75.069413
NJ,Delaware Park,40.705109,-75.188281
NJ,Demarest,40.954576,-73.956563
NJ,Diamond Beach,38.958852,-74.852009
NJ,Dover,40.8856,-74.559163
NJ,Dover Beaches North,39.99354,-74.070657
NJ,Dover Beaches South,39.954884,-74.081731
NJ,Dumont,40.945239,-73.992428
NJ,Dunellen,40.590231,-74.465595
NJ,East Franklin,40.492886,-74.471123
NJ,East Freehold,40.275752,-74.241309
NJ,East Millstone,40.496513,-74.566088
NJ,East Newark,40.751965,-74.162202
NJ,East Orange,40.765044,-74.211765
NJ,East Rocky Hill,40.415133,-74.617903
NJ,East Rutherford,40.817097,-74.085024
NJ,Eatontown,40.291588,-74.054226
NJ,Echelon,39.847836,-74.997249
NJ,Edgewater,40.823877,-73.974152
NJ,Egg Harbor,39.563687,-74.595865
NJ,Elizabeth,40.666367,-74.193503
NJ,Ellisburg,39.919889,-75.009336
NJ,Elmer,39.592258,-75.174569
NJ,Elmwood Park,40.904526,-74.119514
NJ,Elwood,39.569375,-74.707921
NJ,Emerson,40.97499,-74.023248
NJ,Englewood,40.891197,-73.972515
NJ,Englewood Cliffs,40.889743,-73.942029
NJ,Englishtown,40.296141,-74.359584
NJ,Erma,38.994824,-74.891954
NJ,Essex Fells,40.828127,-74.276197
NJ,Estell Manor,39.353933,-74.775135
NJ,Fair Haven,40.36194,-74.038775
NJ,Fair Lawn,40.935833,-74.117504
NJ,Fairton,39.373352,-75.208845
NJ,Fairview,40.821054,-74.003061
NJ,Fairview,40.365312,-74.080588
NJ,Fanwood,40.6417,-74.385676
NJ,Far Hills,40.690871,-74.621572
NJ,Farmingdale,40.201391,-74.167839
NJ,Fieldsboro,40.136133,-74.729877
NJ,Finderne,40.561278,-74.574237
NJ,Finesville,40.611199,-75.170672
NJ,Flemington,40.508651,-74.860113
NJ,Florence,40.11916,-74.808773
NJ,Florham Park,40.777952,-74.395981
NJ,Folsom,39.596745,-74.843163
NJ,Fords,40.543794,-74.31292
NJ,Forked River,39.796991,-74.104637
NJ,Fort Dix,40.005611,-74.611072
NJ,Fort Lee,40.85064,-73.971007
NJ,Franklin,41.108997,-74.588641
NJ,Franklin Center,40.531534,-74.54141
NJ,Franklin Lakes,41.007529,-74.205652
NJ,Franklin Park,40.444481,-74.542572
NJ,Freehold,40.260219,-74.275884
NJ,Frenchtown,40.531218,-75.051368
NJ,Garfield,40.879797,-74.10825
NJ,Garwood,40.651249,-74.323137
NJ,Gibbsboro,39.833075,-74.965723
NJ,Gibbstown,39.82454,-75.278082
NJ,Glassboro,39.700096,-75.111423
NJ,Glendora,39.840937,-75.067211
NJ,Glen Gardner,40.700338,-74.939626
NJ,Glen Ridge,40.804798,-74.204569
NJ,Glen Rock,40.959471,-74.125202
NJ,Gloucester,39.891694,-75.116692
NJ,Golden Triangle,39.928091,-75.039791
NJ,Great Meadows,40.875812,-74.896582
NJ,Green Knoll,40.604725,-74.614511
NJ,Greentree,39.898668,-74.96168
NJ,Greenwich,40.684907,-75.133821
NJ,Griggstown,40.439868,-74.598319
NJ,Groveville,40.170048,-74.651278
NJ,Guttenberg,40.792784,-74.004572
NJ,Hackensack,40.889398,-74.045698
NJ,Hackettstown,40.853704,-74.824877
NJ,Haddonfield,39.895437,-75.034294
NJ,Haddon Heights,39.879127,-75.065918
NJ,Hainesburg,40.956141,-75.062061
NJ,Haledon,40.936989,-74.188867
NJ,Hamburg,41.148742,-74.573383
NJ,Hamilton Square,40.225029,-74.65048
NJ,Hammonton,39.66078,-74.767021
NJ,Hampton,40.70455,-74.97157
NJ,Hancocks Bridge,39.50562,-75.462261
NJ,Harlingen,40.449363,-74.658505
NJ,Harmony,40.750125,-75.140036
NJ,Harrington Park,40.991681,-73.980202
NJ,Harrison,40.742957,-74.152912
NJ,Harvey Cedars,39.699578,-74.141511
NJ,Hasbrouck Heights,40.862751,-74.075182
NJ,Haworth,40.961713,-73.997437
NJ,Hawthorne,40.956957,-74.158561
NJ,Heathcote,40.390343,-74.57258
NJ,Helmetta,40.378579,-74.423518
NJ,High Bridge,40.670022,-74.890271
NJ,Highland Lakes,41.170559,-74.463226
NJ,Highland Park,40.500795,-74.427911
NJ,Highlands,40.404663,-73.988131
NJ,Hightstown,40.268457,-74.525804
NJ,Hillsdale,41.007127,-74.045119
NJ,Hi-Nella,39.836551,-75.021843
NJ,Hoboken,40.745251,-74.027926
NJ,Ho-Ho-Kus,40.999485,-74.096574
NJ,Holiday City-Berkeley,39.964154,-74.277814
NJ,Holiday,39.954094,-74.237294
NJ,Holiday Heights,39.939383,-74.257263
NJ,Hopatcong,40.951649,-74.662377
NJ,Hope,40.912086,-74.958895
NJ,Hopewell,40.389009,-74.763861
NJ,Hutchinson,40.781648,-75.124455
NJ,Interlaken,40.234313,-74.015939
NJ,Iselin,40.569294,-74.321106
NJ,Island Heights,39.941792,-74.143814
NJ,Jamesburg,40.349013,-74.440174
NJ,Jersey,40.711417,-74.06476
NJ,Johnsonburg,40.965072,-74.878177
NJ,Juliustown,40.01181,-74.67116
NJ,Keansburg,40.448279,-74.145823
NJ,Kearny,40.754144,-74.119467
NJ,Kendall Park,40.413404,-74.562457
NJ,Kenilworth,40.67742,-74.289341
NJ,Kenvil,40.866331,-74.630691
NJ,Keyport,40.432114,-74.201529
NJ,Kingston,40.383982,-74.614138
NJ,Kingston Estates,39.918085,-74.990185
NJ,Kinnelon,40.982036,-74.385896
NJ,Lake Como,40.170011,-74.024861
NJ,Lakehurst,40.013119,-74.320356
NJ,Lake Mohawk,41.012944,-74.67146
NJ,Lake Telemark,40.959829,-74.497729
NJ,Lakewood,40.093975,-74.211478
NJ,Lambertville,40.368563,-74.943049
NJ,Laurel Lake,39.326293,-75.03062
NJ,Laurel Springs,39.820543,-75.005445
NJ,Laurence Harbor,40.448614,-74.250661
NJ,Lavallette,39.969474,-74.07188
NJ,Lawnside,39.867218,-75.028837
NJ,Lawrenceville,40.302627,-74.738521
NJ,Lebanon,40.641862,-74.833312
NJ,Leisure Knoll,40.018055,-74.28963
NJ,Leisuretowne,39.89342,-74.708177
NJ,Leisure,40.043765,-74.186217
NJ,Leisure,40.037706,-74.168226
NJ,Leisure,40.010227,-74.281723
NJ,Leonardo,40.419717,-74.060211
NJ,Leonia,40.863391,-73.988471
NJ,Lincoln Park,40.923751,-74.304235
NJ,Lincroft,40.335361,-74.132723
NJ,Linden,40.62523,-74.237823
NJ,Lindenwold,39.817228,-74.98889
NJ,Linwood,39.343718,-74.571049
NJ,Little Ferry,40.844332,-74.036164
NJ,Little Silver,40.336952,-74.034535
NJ,Loch Arbour,40.232296,-74.000008
NJ,Lodi,40.877915,-74.0825
NJ,Long Branch,40.295372,-73.989899
NJ,Longport,39.311337,-74.526957
NJ,Long Valley,40.78225,-74.776936
NJ,Lopatcong Overlook,40.697399,-75.145302
NJ,McGuire AFB,40.027987,-74.587795
NJ,Madison,40.758044,-74.417807
NJ,Madison Park,40.445716,-74.296163
NJ,Magnolia,39.856184,-75.036471
NJ,Manahawkin,39.693472,-74.250229
NJ,Manasquan,40.11258,-74.037907
NJ,Mantoloking,40.056734,-74.048156
NJ,Manville,40.541269,-74.589273
NJ,Margate,39.330913,-74.506849
NJ,Marksboro,40.986418,-74.904367
NJ,Marlton,39.901885,-74.929277
NJ,Martinsville,40.602946,-74.575794
NJ,Matawan,40.411042,-74.236534
NJ,Mays Landing,39.452862,-74.723936
NJ,Maywood,40.902885,-74.063457
NJ,Medford Lakes,39.853649,-74.811665
NJ,Mendham,40.767487,-74.597219
NJ,Mercerville,40.235832,-74.692254
NJ,Merchantville,39.95012,-75.05009
NJ,Metuchen,40.542445,-74.362767
NJ,Middlebush,40.505696,-74.53337
NJ,Middlesex,40.574627,-74.498259
NJ,Midland Park,40.995809,-74.141262
NJ,Milford,40.573843,-75.089483
NJ,Millstone,40.499817,-74.595876
NJ,Milltown,40.450239,-74.434786
NJ,Millville,39.390093,-75.054797
NJ,Monmouth Beach,40.335895,-73.985608
NJ,Monmouth Junction,40.380344,-74.543237
NJ,Montvale,41.054594,-74.047298
NJ,Moonachie,40.841361,-74.057656
NJ,Moorestown-Lenola,39.966115,-74.961557
NJ,Morganville,40.376038,-74.232987
NJ,Morris Plains,40.841092,-74.472858
NJ,Morristown,40.796562,-74.477318
NJ,Mountain Lake,40.859796,-74.987571
NJ,Mountain Lakes,40.891374,-74.441114
NJ,Mountainside,40.680722,-74.360292
NJ,Mount Arlington,40.920851,-74.640828
NJ,Mount Ephraim,39.879666,-75.090948
NJ,Mount Hermon,40.927747,-74.99027
NJ,Mullica Hill,39.725999,-75.21882
NJ,Mystic Island,39.565839,-74.380959
NJ,National Park,39.867297,-75.185621
NJ,Navesink,40.400292,-74.044811
NJ,Neptune,40.200211,-74.03362
NJ,Netcong,40.897852,-74.701704
NJ,Newark,40.72422,-74.172574
NJ,New Brunswick,40.486677,-74.444414
NJ,New Egypt,40.065119,-74.527039
NJ,Newfield,39.551091,-75.010405
NJ,New Milford,40.934161,-74.019453
NJ,New Providence,40.69889,-74.406623
NJ,Newton,41.051487,-74.753601
NJ,New,40.718409,-75.077244
NJ,North Arlington,40.786256,-74.12622
NJ,North Beach Haven,39.600412,-74.211614
NJ,North Caldwell,40.864496,-74.259989
NJ,North Cape May,38.976427,-74.951503
NJ,Northfield,39.371058,-74.554822
NJ,North Haledon,40.963618,-74.185281
NJ,North Middletown,40.438983,-74.118548
NJ,North Plainfield,40.621255,-74.439466
NJ,Northvale,41.013,-73.948085
NJ,North Wildwood,39.004328,-74.799458
NJ,Norwood,40.992252,-73.950917
NJ,Oakhurst,40.261486,-74.02655
NJ,Oakland,41.029405,-74.243145
NJ,Oaklyn,39.901291,-75.079827
NJ,Oak Valley,39.806271,-75.158815
NJ,Ocean Acres,39.741788,-74.280983
NJ,Ocean,39.263668,-74.607856
NJ,Ocean Gate,39.925846,-74.134614
NJ,Ocean Grove,40.21182,-74.006944
NJ,Oceanport,40.316012,-74.020479
NJ,Ogdensburg,41.08009,-74.597626
NJ,Old Bridge,40.396577,-74.334317
NJ,Old Tappan,41.023283,-73.98424
NJ,Olivet,39.538101,-75.176334
NJ,Oradell,40.956651,-74.032858
NJ,Oxford,40.806004,-75.001467
NJ,Palisades Park,40.847017,-73.997061
NJ,Palmyra,40.002615,-75.035273
NJ,Panther Valley,40.90986,-74.842147
NJ,Paramus,40.947312,-74.070219
NJ,Park Ridge,41.036183,-74.044293
NJ,Passaic,40.856413,-74.12694
NJ,Paterson,40.914766,-74.162829
NJ,Paulsboro,39.839975,-75.23996
NJ,Peapack and Gladstone,40.715782,-74.654054
NJ,Pedricktown,39.766365,-75.407605
NJ,Pemberton,39.970819,-74.685498
NJ,Pemberton Heights,39.95792,-74.674924
NJ,Pennington,40.324923,-74.78878
NJ,Penns Grove,39.727355,-75.467698
NJ,Pennsville,39.653939,-75.508772
NJ,Perth Amboy,40.52016,-74.271331
NJ,Phillipsburg,40.691974,-75.179006
NJ,Pine Beach,39.936058,-74.169789
NJ,Pine Hill,39.788981,-74.986871
NJ,Pine Lake Park,40.001605,-74.258977
NJ,Pine Ridge at Crestwood,39.96154,-74.312011
NJ,Pine Valley,39.788284,-74.974882
NJ,Pitman,39.732942,-75.130695
NJ,Plainfield,40.615444,-74.415775
NJ,Plainsboro Center,40.332213,-74.589986
NJ,Pleasant Plains,40.45312,-74.576459
NJ,Pleasantville,39.3888,-74.514262
NJ,Point Pleasant,40.077748,-74.069921
NJ,Point Pleasant Beach,40.092566,-74.045173
NJ,Pomona,39.468722,-74.550112
NJ,Pompton Lakes,41.003095,-74.285455
NJ,Port Colden,40.768259,-74.954121
NJ,Port Monmouth,40.434236,-74.100665
NJ,Port Murray,40.793505,-74.913547
NJ,Port Norris,39.250469,-75.042457
NJ,Port Reading,40.561643,-74.244018
NJ,Port Republic,39.534798,-74.476099
NJ,Presidential Lakes Estates,39.914955,-74.563509
NJ,Princeton,40.358061,-74.666406
NJ,Princeton Junction,40.323294,-74.621157
NJ,Princeton Meadows,40.333922,-74.566133
NJ,Prospect Park,40.94152,-74.174435
NJ,Quinton,39.547478,-75.410915
NJ,Rahway,40.607152,-74.280531
NJ,Ramblewood,39.932053,-74.952749
NJ,Ramsey,41.059136,-74.145931
NJ,Ramtown,40.114712,-74.150158
